ISO_code,Continent,Country/Region,Date,Susceptibles Smooth (S),Infected Smooth (I),Recovered Smooth (R),Deaths Smooth (D),Mu Smooth,Beta Smooth,Gamma Smooth,Positive Test Rate Smooth,Mobility Rate Smooth
ESP,Europe,Spain,2020-06-07,47081580.28571428,6557.7142857142835,215426.57142857145,29049.42857142857,0.00019057394442423666,0.04916165098607618,0.08882662256741036,0.023,-0.1928571428571428
ESP,Europe,Spain,2020-06-08,47081283.28571428,6407.2857142857165,215872.7142857143,29050.714285714286,0.00019057394442423666,0.051877275076942064,0.08625261905595473,0.022,-0.19190476190476188
ESP,Europe,Spain,2020-06-09,47080992.71428572,6219.857142857143,216349.42857142852,29052.0,0.00017016578115893057,0.05564138028025526,0.08411495715375432,0.022,-0.19214285714285717
ESP,Europe,Spain,2020-06-10,47080713.57142858,6079.428571428572,216767.8571428572,29053.142857142866,6.790583637930075e-05,0.0597666765717478,0.08334443518430197,0.021,-0.1854761904761905
ESP,Europe,Spain,2020-06-11,47080421.14285714,5779.428571428572,217359.8571428572,29053.571428571428,4.715378192590986e-05,0.06448218872442782,0.08374859890159338,0.021,-0.18166666666666667
ESP,Europe,Spain,2020-06-12,47080102.42857143,5569.142857142857,217888.57142857145,29053.857142857134,2.374225408960327e-05,0.06781710273911802,0.08545245183970583,0.019,-0.18261904761904763
ESP,Europe,Spain,2020-06-13,47079774.57142858,5333.285714285715,218452.1428571429,29054.0,0.0,0.07107624456134921,0.08936621006821419,0.019,-0.1769047619047619
ESP,Europe,Spain,2020-06-14,47079434.85714286,5132.142857142857,218993.0,29054.0,0.0,0.07364435445424533,0.09629015763517942,0.018,-0.1611904761904762
ESP,Europe,Spain,2020-06-15,47079093.14285714,4910.285714285715,219556.57142857145,29054.0,0.0,0.07650524755232238,0.10518551307004996,0.018,-0.15333333333333332
ESP,Europe,Spain,2020-06-16,47078755.71428572,4724.428571428572,220079.8571428572,29054.0,0.0,0.0796327920236326,0.11321823280141564,0.017,-0.15
ESP,Europe,Spain,2020-06-17,47078412.42857143,4488.285714285715,220659.2857142857,29054.0,0.0,0.08275230552617271,0.12046700608034233,0.017,-0.1469047619047619
ESP,Europe,Spain,2020-06-18,47078046.57142857,4462.714285714285,221050.7142857143,29054.0,0.036575151233131695,0.08288239612146661,0.13055907151237606,0.016,-0.1376190476190476
ESP,Europe,Spain,2020-06-19,47077708.57142858,4289.285714285715,221393.7142857143,29222.42857142857,0.036867891279970096,0.08555685754803037,0.1357454772611513,0.016,-0.13
ESP,Europe,Spain,2020-06-20,47077375.28571428,4157.142857142857,221689.7142857143,29391.857142857134,0.036909407450518524,0.0877960723586573,0.1414501982166109,0.017,-0.125
ESP,Europe,Spain,2020-06-21,47077040.42857143,4027.857142857143,221984.2857142857,29561.42857142857,0.03694981965500428,0.09044935773747964,0.14244932904277718,0.018,-0.11880952380952381
ESP,Europe,Spain,2020-06-22,47076698.28571428,3904.571428571429,222280.0,29731.142857142866,0.036989513220677284,0.0923265859276504,0.1393504523478842,0.018,-0.11190476190476191
ESP,Europe,Spain,2020-06-23,47076352.0,3791.714285714286,222569.2857142857,29901.0,0.0370689444927691,0.09385315131215452,0.13289576098330372,0.018,-0.09714285714285713
ESP,Europe,Spain,2020-06-24,47076008.71428572,3686.857142857143,222847.2857142857,30071.142857142866,0.0371874981382937,0.09549651984398423,0.12955270480531406,0.018,-0.1019047619047619
ESP,Europe,Spain,2020-06-25,47075691.85714286,3541.142857142857,223139.2857142857,30241.714285714286,0.0009311355084694494,0.09895153770060054,0.1204291224401262,0.017,-0.09642857142857143
ESP,Europe,Spain,2020-06-26,47075359.0,3552.285714285714,223457.7142857143,30245.0,0.0007610547142273295,0.10063694808967284,0.11481605486908772,0.017,-0.09285714285714286
ESP,Europe,Spain,2020-06-27,47074997.42857143,3583.4285714285716,223785.42857142852,30247.714285714286,0.0007976238909634827,0.0998829880936676,0.10437835321793308,0.017,-0.0911904761904762
ESP,Europe,Spain,2020-06-28,47074640.57142857,3597.714285714286,224125.1428571429,30250.571428571428,0.0008751130423433208,0.09769861380343614,0.09573496554638423,0.016,-0.0888095238095238
ESP,Europe,Spain,2020-06-29,47074288.28571428,3605.142857142857,224466.8571428572,30253.714285714286,0.0011875734853567814,0.0943806165354618,0.08880324635007153,0.015,-0.08738095238095238
ESP,Europe,Spain,2020-06-30,47073928.42857143,3623.285714285714,224804.2857142857,30258.0,0.0014533930955727696,0.09107456086335226,0.08820933058091128,0.015,-0.08880952380952381
ESP,Europe,Spain,2020-07-01,47073560.85714286,3642.285714285714,225147.57142857145,30263.285714285717,0.0014873017156374366,0.08806436617229957,0.08238577150211887,0.015,-0.07619047619047621
ESP,Europe,Spain,2020-07-02,47073187.0,3644.857142857143,225513.42857142852,30268.714285714286,0.0018425545857053663,0.08594763574515647,0.07913439261624301,0.016,-0.07285714285714286
ESP,Europe,Spain,2020-07-03,47072809.85714286,3845.714285714286,225683.0,30275.42857142857,0.0017198953331090787,0.08249504530232855,0.07689656115895348,0.016,-0.06928571428571428
ESP,Europe,Spain,2020-07-04,47072513.28571428,3972.142857142857,225846.8571428572,30281.714285714286,0.001641809985824497,0.08554481381905897,0.07759490168541651,0.017,-0.06452380952380952
ESP,Europe,Spain,2020-07-05,47072259.71428572,4054.4285714285716,226012.1428571429,30287.714285714286,0.0016256828946398425,0.09244834985738247,0.08033534140793183,0.017,-0.057619047619047625
ESP,Europe,Spain,2020-07-06,47071856.99999999,4278.714285714285,226184.57142857145,30293.714285714286,0.0013829769938692108,0.0921600763858398,0.08722552220435445,0.017,-0.05404761904761905
ESP,Europe,Spain,2020-07-07,47071448.57142858,4505.428571428572,226361.0,30299.0,0.0011453195160857034,0.09306798535537986,0.09413593242818384,0.019,-0.05023809523809524
ESP,Europe,Spain,2020-07-08,47071040.85714286,4735.428571428572,226534.1428571429,30303.571428571428,0.0011261692539092235,0.09549925046194573,0.1025085724536232,0.02,-0.04595238095238096
ESP,Europe,Spain,2020-07-09,47070619.00000001,5006.285714285715,226680.42857142852,30308.285714285717,0.0005040852792998714,0.09878029347822424,0.11169029686766524,0.022,-0.04214285714285714
ESP,Europe,Spain,2020-07-10,47070138.57142857,5154.571428571428,227010.0,30310.857142857134,0.0005040852792998714,0.10303713749152753,0.12015929059656415,0.024,-0.041666666666666664
ESP,Europe,Spain,2020-07-11,47069658.14285714,5273.571428571428,227368.8571428572,30313.42857142857,0.0005040852792998714,0.10860762453328217,0.1172395807364808,0.026,-0.04238095238095239
ESP,Europe,Spain,2020-07-12,47069177.71428572,5397.428571428572,227722.8571428572,30316.0,0.00048670869649593816,0.1143297954582288,0.11243440385631924,0.026,-0.04523809523809524
ESP,Europe,Spain,2020-07-13,47068582.85714285,5640.571428571428,228072.0,30318.571428571428,0.0004391660383231962,0.11810794431448185,0.10526664309803277,0.028,-0.04214285714285714
ESP,Europe,Spain,2020-07-14,47067941.57142857,5923.857142857143,228427.57142857145,30321.0,0.0004099149112088978,0.12233307992545005,0.09461512576495287,0.031,-0.04238095238095239
ESP,Europe,Spain,2020-07-15,47067230.0,6270.7142857142835,228789.8571428572,30323.42857142857,0.00033164675939788664,0.12613031256758214,0.08422685445153318,0.034,-0.04214285714285715
ESP,Europe,Spain,2020-07-16,47066401.57142857,6728.571428571428,229158.2857142857,30325.571428571428,0.00034534052113607903,0.12816860687715864,0.07337337656646789,0.036,-0.043333333333333335
ESP,Europe,Spain,2020-07-17,47065494.85714286,7262.428571428572,229528.7142857143,30328.0,0.00034534052113607903,0.1304539628071777,0.06524179567512642,0.04,-0.04285714285714286
ESP,Europe,Spain,2020-07-18,47064588.14285715,7876.428571428572,229819.0,30330.42857142857,0.00034534052113607903,0.13178080622245564,0.06675452687587143,0.042,-0.04261904761904761
ESP,Europe,Spain,2020-07-19,47063681.42857143,8533.142857142857,230066.57142857145,30332.857142857134,0.00029047403158096444,0.13233640042641528,0.06860970456276054,0.044,-0.04166666666666667
ESP,Europe,Spain,2020-07-20,47062412.42857143,9403.142857142857,230463.2857142857,30335.142857142866,0.000250524647749982,0.13132463207972614,0.0706417019530297,0.046,-0.043333333333333335
ESP,Europe,Spain,2020-07-21,47061044.57142858,10365.714285714286,230866.42857142852,30337.285714285717,0.0001925439927540516,0.12888299564209255,0.07382868811281659,0.049,-0.04380952380952381
ESP,Europe,Spain,2020-07-22,47059607.85714286,11397.428571428567,231269.57142857145,30339.142857142866,0.00016605633975111804,0.12602773832186362,0.07565099072519424,0.051,-0.042857142857142864
ESP,Europe,Spain,2020-07-23,47057992.0,12594.285714285714,231686.7142857143,30341.0,0.00012549414543187295,0.12226770606808335,0.0783169872859866,0.053,-0.04047619047619048
ESP,Europe,Spain,2020-07-24,47056253.99999999,13852.714285714286,232164.57142857145,30342.714285714286,0.00012549414543187295,0.11819760862331873,0.08049527278244198,0.053,-0.03976190476190476
ESP,Europe,Spain,2020-07-25,47054516.00000001,15111.142857142857,232642.42857142852,30344.42857142857,0.00012549414543187295,0.1133275037376982,0.08724292431292495,0.054,-0.04119047619047619
ESP,Europe,Spain,2020-07-26,47052778.0,16369.571428571433,233120.2857142857,30346.142857142866,0.00011142033710231609,0.10804056944374643,0.09395093786134877,0.055,-0.039523809523809524
ESP,Europe,Spain,2020-07-27,47050785.71428571,17767.85714285714,233712.57142857145,30347.857142857134,0.00010199504991545008,0.10514164358451998,0.10319515237116647,0.056,-0.037619047619047614
ESP,Europe,Spain,2020-07-28,47048726.28571428,19186.714285714286,234351.42857142852,30349.571428571428,0.0001114400421853068,0.10236929912763906,0.10553820214195456,0.057,-0.03833333333333334
ESP,Europe,Spain,2020-07-29,47046570.57142857,20631.14285714286,235060.57142857145,30351.714285714286,9.425827273230152e-05,0.10046909402893596,0.107282221532125,0.06,-0.03809523809523809
ESP,Europe,Spain,2020-07-30,47044390.0,21983.428571428565,235886.8571428572,30353.714285714286,7.993138395107722e-05,0.10087410186680504,0.10517634840305676,0.064,-0.03976190476190477
ESP,Europe,Spain,2020-07-31,47042089.85714286,23377.42857142857,236791.1428571429,30355.571428571428,7.993138395107722e-05,0.10203531281721392,0.10145175608409007,0.067,-0.04261904761904762
ESP,Europe,Spain,2020-08-01,47039789.71428573,24771.42857142857,237695.42857142852,30357.42857142857,7.993138395107722e-05,0.10340821177645024,0.09501492117468896,0.068,-0.043333333333333335
ESP,Europe,Spain,2020-08-02,47037489.57142858,26165.42857142857,238599.7142857143,30359.285714285717,0.00020104870632312543,0.1049259783148376,0.08831899739180801,0.07,-0.042857142857142864
ESP,Europe,Spain,2020-08-03,47034879.28571428,27503.571428571428,239866.42857142852,30364.714285714286,0.00030398316367987957,0.10769196138162787,0.07778057338580117,0.072,-0.039523809523809524
ESP,Europe,Spain,2020-08-04,47031707.28571428,29301.0,241232.1428571429,30373.571428571428,0.0002780855169502297,0.1065820299872986,0.07399596661458595,0.075,-0.0330952380952381
ESP,Europe,Spain,2020-08-05,47028403.57142857,31161.571428571428,242667.0,30381.857142857134,0.00027045639212909534,0.1040174061282292,0.07368061632055657,0.078,-0.028095238095238097
ESP,Europe,Spain,2020-08-06,47024914.28571428,33028.71428571428,244281.0,30390.0,0.0002705118084598127,0.10027742988998732,0.07571274407708238,0.079,-0.022380952380952387
ESP,Europe,Spain,2020-08-07,47021222.85714286,34975.57142857143,246017.2857142857,30398.285714285717,0.0002705118084598127,0.09603180043464804,0.07858574847527525,0.082,-0.019523809523809523
ESP,Europe,Spain,2020-08-08,47017531.42857143,36922.42857142857,247753.57142857145,30406.571428571428,0.0002705118084598127,0.09148784932178758,0.08147580311762008,0.083,-0.017142857142857144
ESP,Europe,Spain,2020-08-09,47013840.0,38869.28571428572,249489.8571428572,30414.857142857134,0.00038300735355402784,0.08683685622928268,0.08504694330051223,0.084,-0.015476190476190475
ESP,Europe,Spain,2020-08-10,47010136.28571428,40567.57142857143,251480.42857142852,30429.714285714286,0.000283755248811364,0.0847346943413551,0.0893288398439297,0.087,-0.014523809523809522
ESP,Europe,Spain,2020-08-11,47006736.57142857,41897.71428571428,253538.1428571429,30441.571428571428,0.0002798462808570833,0.08648348340536027,0.09299275595065216,0.089,-0.019761904761904762
ESP,Europe,Spain,2020-08-12,47003305.57142858,43163.42857142857,255691.7142857143,30453.285714285717,0.0003551232881781416,0.0895202917151371,0.09465693214676986,0.09,-0.023095238095238092
ESP,Europe,Spain,2020-08-13,46999380.0,44895.142857142855,257870.2857142857,30468.571428571428,0.0003774383908929712,0.09176890657795213,0.09182938545342717,0.093,-0.024285714285714282
ESP,Europe,Spain,2020-08-14,46995315.57142857,46644.714285714275,260168.57142857145,30485.142857142866,0.0003774383908929712,0.09454760087579976,0.08521686264991858,0.096,-0.023095238095238096
ESP,Europe,Spain,2020-08-15,46991251.14285714,48394.28571428573,262466.85714285716,30501.714285714286,0.0003774383908929712,0.09754063107341523,0.07680248321745242,0.1,-0.035476190476190474
ESP,Europe,Spain,2020-08-16,46987186.71428572,50143.857142857145,264765.14285714284,30518.285714285717,0.00020492184978153282,0.1006621392003783,0.06683980770646394,0.1,-0.034523809523809526
ESP,Europe,Spain,2020-08-17,46982029.28571428,52686.142857142855,267370.0,30528.571428571428,0.00024414057882781945,0.10078108221506503,0.0557093571586084,0.101,-0.0369047619047619
ESP,Europe,Spain,2020-08-18,46976660.14285714,54879.142857142855,270533.14285714284,30541.571428571428,0.0005405537461075403,0.10064136181968067,0.04343242674376187,0.102,-0.03357142857142857
ESP,Europe,Spain,2020-08-19,46970791.14285714,57421.57142857143,273828.5714285714,30572.714285714286,0.0004968048030684809,0.09883420400364454,0.03949849974171642,0.105,-0.035
ESP,Europe,Spain,2020-08-20,46964995.14285714,59706.714285714275,277309.71428571426,30602.42857142857,0.0005163978148309144,0.09830726276521873,0.03970264364527426,0.107,-0.03809523809523809
ESP,Europe,Spain,2020-08-21,46958817.85714286,62169.28571428573,280992.85714285716,30634.0,0.0005163978148309144,0.09715479149112906,0.043038795996916436,0.109,-0.04309523809523809
ESP,Europe,Spain,2020-08-22,46952640.57142857,64631.857142857145,284676.0,30665.571428571428,0.0005163978148309144,0.09574129780785133,0.04689014183616271,0.109,-0.03476190476190476
ESP,Europe,Spain,2020-08-23,46946463.28571429,67094.42857142858,288359.14285714284,30697.142857142866,0.0005079142166993383,0.09414339751987644,0.05155862823800435,0.11,-0.03952380952380952
ESP,Europe,Spain,2020-08-24,46939841.28571429,69995.28571428571,292048.0,30729.42857142857,0.0005429004705396166,0.09341246690579244,0.05712330984686308,0.111,-0.04285714285714286
ESP,Europe,Spain,2020-08-25,46932933.14285714,73479.28571428571,295435.85714285716,30765.714285714286,0.0003249288859773794,0.09218985855002712,0.06432119447982082,0.112,-0.046190476190476185
ESP,Europe,Spain,2020-08-26,46925935.71428571,77032.57142857142,298855.14285714284,30790.571428571428,0.00032948276271128804,0.09140229585565476,0.06308252661389697,0.112,-0.04928571428571429
ESP,Europe,Spain,2020-08-27,46918564.14285714,80467.71428571429,302765.4285714286,30816.714285714286,0.00030010430279289144,0.09046595089923236,0.060939137243218464,0.113,-0.05285714285714286
ESP,Europe,Spain,2020-08-28,46910959.57142858,83999.71428571429,306813.2857142857,30841.42857142857,0.00030010430279289144,0.08943208933232616,0.057788395901930224,0.113,-0.05642857142857143
ESP,Europe,Spain,2020-08-29,46903355.0,87531.71428571429,310861.14285714284,30866.142857142866,0.00030010430279289144,0.08802495154245125,0.053411261135768086,0.114,-0.06452380952380952
ESP,Europe,Spain,2020-08-30,46895750.42857143,91063.71428571428,314909.0,30890.857142857134,0.0003554445389067348,0.08642302295395139,0.049108974053923116,0.115,-0.06857142857142856
ESP,Europe,Spain,2020-08-31,46887547.28571428,94088.0,320056.14285714284,30922.571428571428,0.0003452148952378412,0.08517467692242241,0.045094037049001535,0.114,-0.0719047619047619
ESP,Europe,Spain,2020-09-01,46879201.57142858,97045.0,325412.2857142857,30955.142857142866,0.00032321999392588015,0.08390545383624705,0.04145320039640773,0.113,-0.07547619047619047
ESP,Europe,Spain,2020-09-02,46870672.28571428,99704.57142857145,331250.14285714284,30987.0,0.00033616110867655877,0.08266300557618275,0.03848206173707276,0.113,-0.07619047619047618
ESP,Europe,Spain,2020-09-03,46862242.85714286,102333.71428571428,337016.4285714286,31021.0,0.0005513715200288809,0.08196697392074381,0.03779403321479325,0.112,-0.07619047619047618
ESP,Europe,Spain,2020-09-04,46853713.85714286,104658.85714285713,343162.14285714284,31079.142857142866,0.0005513715200288809,0.08160269297403468,0.03815974063898046,0.114,-0.0719047619047619
ESP,Europe,Spain,2020-09-05,46845184.85714286,106984.0,349307.85714285716,31137.285714285717,0.0005513715200288809,0.08127362800540948,0.036537883581950086,0.114,-0.06428571428571428
ESP,Europe,Spain,2020-09-06,46836655.85714286,109309.14285714287,355453.5714285714,31195.42857142857,0.0005525662182038389,0.08097525377134254,0.0353085319696392,0.115,-0.06214285714285713
ESP,Europe,Spain,2020-09-07,46827700.0,111615.0,362043.2857142858,31255.714285714286,0.0005656476096433105,0.08086251546814674,0.034742422087846926,0.117,-0.06476190476190477
ESP,Europe,Spain,2020-09-08,46818622.85714286,113757.14285714286,368915.1428571429,31318.857142857134,0.0005492466274474745,0.08073953579869575,0.03471587366157575,0.12,-0.06928571428571428
ESP,Europe,Spain,2020-09-09,46809505.0,115840.42857142855,375887.7142857143,31380.857142857134,0.0005790257525063577,0.08071381596936583,0.03495749579356131,0.124,-0.0719047619047619
ESP,Europe,Spain,2020-09-10,46800129.28571429,117804.28571428572,383233.1428571429,31447.285714285717,0.0003957975277742845,0.08052135914594431,0.03544395395989357,0.127,-0.07119047619047619
ESP,Europe,Spain,2020-09-11,46790509.71428572,119797.0,390813.0,31494.285714285717,0.0003957975277742845,0.08017813983143449,0.03610525661236947,0.13,-0.07404761904761906
ESP,Europe,Spain,2020-09-12,46780890.14285714,121789.71428571428,398392.85714285716,31541.285714285717,0.0003957975277742845,0.0798204400193684,0.03708650836706719,0.132,-0.07214285714285715
ESP,Europe,Spain,2020-09-13,46771270.57142858,123782.42857142855,405972.7142857143,31588.285714285717,0.0003854293338523327,0.07948649160278658,0.03853641452473845,0.133,-0.07238095238095237
ESP,Europe,Spain,2020-09-14,46761530.42857143,125303.71428571428,414144.1428571429,31635.714285714286,0.00046343258000164833,0.0798139426260708,0.040094679418329546,0.133,-0.07095238095238096
ESP,Europe,Spain,2020-09-15,46751722.71428572,126739.71428571428,422457.2857142858,31694.285714285717,0.0006833407199512343,0.08037668778862417,0.041526158252421716,0.134,-0.06809523809523811
ESP,Europe,Spain,2020-09-16,46741582.57142857,128294.57142857145,430954.7142857143,31782.142857142866,0.0007738148870723982,0.08066999500865399,0.04325088302160774,0.132,-0.06928571428571428
ESP,Europe,Spain,2020-09-17,46731367.14285714,130013.71428571428,439350.1428571429,31883.0,0.0008130462121751817,0.08107087296092748,0.04530416177642858,0.131,-0.0769047619047619
ESP,Europe,Spain,2020-09-18,46720836.57142857,131966.57142857142,447821.0,31989.857142857134,0.0008130462121751817,0.08109657456450889,0.047584261092732456,0.128,-0.08238095238095237
ESP,Europe,Spain,2020-09-19,46710306.0,133919.42857142858,456291.85714285716,32096.714285714286,0.0008130462121751817,0.0808636019589312,0.04867067227891447,0.125,-0.09023809523809524
ESP,Europe,Spain,2020-09-20,46699775.42857143,135872.2857142857,464762.7142857143,32203.571428571428,0.0008702697736696501,0.0804484768066117,0.049241369775109615,0.123,-0.09523809523809523
ESP,Europe,Spain,2020-09-21,46688670.0,137965.7142857143,473658.2857142858,32320.0,0.0009368090286090633,0.079423093245209,0.04987198014334506,0.121,-0.10095238095238095
ESP,Europe,Spain,2020-09-22,46677370.0,140123.14285714287,482672.2857142858,32448.571428571428,0.0008036710956762568,0.07807568284577468,0.050141384469923986,0.119,-0.10476190476190476
ESP,Europe,Spain,2020-09-23,46666056.28571428,142268.0,491728.1428571429,32561.571428571428,0.0007113103248939202,0.07613585255742157,0.050036843916237715,0.117,-0.10857142857142857
ESP,Europe,Spain,2020-09-24,46654833.71428573,144079.42857142858,501037.4285714286,32663.42857142857,0.0007263092215522057,0.07445349642671703,0.049818296234267284,0.114,-0.11238095238095239
ESP,Europe,Spain,2020-09-25,46643913.57142857,145321.7142857143,510610.0,32768.71428571428,0.0007263092215522057,0.07326993707408934,0.0494989714984574,0.113,-0.11071428571428575
ESP,Europe,Spain,2020-09-26,46632993.42857143,146564.0,520182.5714285714,32874.0,0.0007263092215522057,0.0721862783767618,0.04930593789052873,0.112,-0.1111904761904762
ESP,Europe,Spain,2020-09-27,46622073.28571429,147806.2857142857,529755.1428571428,32979.28571428572,0.0007268500758645473,0.07102731153506839,0.04925214692137039,0.111,-0.11523809523809525
ESP,Europe,Spain,2020-09-28,46611102.14285714,148977.85714285713,539447.8571428572,33086.142857142855,0.0004890377127793413,0.07013215515578093,0.049722442822421116,0.11,-0.11476190476190477
ESP,Europe,Spain,2020-09-29,46601673.71428571,148584.7142857143,549197.0,33158.57142857143,0.0007400139890384298,0.07155812386841696,0.050842052817361885,0.107,-0.11452380952380954
ESP,Europe,Spain,2020-09-30,46590869.14285714,149228.85714285713,559249.2857142857,33266.71428571428,0.0008289773246684278,0.07087652612734745,0.05236226556385426,0.106,-0.11285714285714286
ESP,Europe,Spain,2020-10-01,46580240.85714286,149620.42857142858,569363.8571428572,33388.857142857145,0.0008260500109989013,0.0702433700030669,0.05431155127461456,0.105,-0.10857142857142857
ESP,Europe,Spain,2020-10-02,46569747.85714285,149567.7142857143,579787.5714285715,33510.857142857145,0.0008260500109989013,0.06996442988409778,0.056572893636158014,0.103,-0.11285714285714286
ESP,Europe,Spain,2020-10-03,46559254.85714286,149515.0,590211.2857142857,33632.857142857145,0.0008260500109989013,0.06963697217506694,0.05852991515111716,0.103,-0.11238095238095239
ESP,Europe,Spain,2020-10-04,46548761.85714286,149462.2857142857,600635.0,33754.857142857145,0.0007879463080821972,0.0694584079143863,0.05861677340685161,0.102,-0.11476190476190477
ESP,Europe,Spain,2020-10-05,46539455.28571428,147663.57142857142,611624.0,33871.142857142855,0.0010535481251649737,0.07134276486323878,0.057579545008770334,0.103,-0.11357142857142857
ESP,Europe,Spain,2020-10-06,46528434.71428572,147359.14285714287,622795.4285714285,34024.71428571428,0.0007524518042312791,0.07038419729452759,0.05582717357497239,0.103,-0.11261904761904763
ESP,Europe,Spain,2020-10-07,46518904.28571428,145578.7142857143,633996.1428571428,34134.857142857145,0.0007106530627295718,0.07202051881875182,0.05368270544150607,0.105,-0.11261904761904763
ESP,Europe,Spain,2020-10-08,46508944.71428572,144315.42857142858,645116.8571428572,34237.0,0.00084554845783223,0.07291130172862037,0.05131524080113144,0.106,-0.1092857142857143
ESP,Europe,Spain,2020-10-09,46498776.14285714,143548.7142857143,655931.7142857143,34357.42857142857,0.00084554845783223,0.07338100495707166,0.0488292899239966,0.109,-0.10119047619047619
ESP,Europe,Spain,2020-10-10,46488607.57142857,142782.0,666746.5714285715,34477.857142857145,0.00084554845783223,0.07411345968550682,0.04753850642718528,0.11,-0.0988095238095238
ESP,Europe,Spain,2020-10-11,46478439.00000001,142015.2857142857,677561.4285714285,34598.28571428572,0.0009065460387709226,0.0748810182100502,0.04821637127081927,0.111,-0.08714285714285715
ESP,Europe,Spain,2020-10-12,46467645.28571428,141816.2857142857,688425.7142857143,34726.71428571428,0.0007231706671519707,0.0746600948082051,0.049677159794328574,0.113,-0.10880952380952381
ESP,Europe,Spain,2020-10-13,46457548.71428572,142454.2857142857,697781.7142857143,34829.28571428572,0.0008509379723921619,0.0758839671074629,0.0510703718112845,0.117,-0.10928571428571429
ESP,Europe,Spain,2020-10-14,46447240.85714286,141944.14285714287,708478.1428571428,34950.857142857145,0.0008688362337143815,0.07804847170014441,0.05280101233368616,0.119,-0.11190476190476191
ESP,Europe,Spain,2020-10-15,46436805.14285715,141750.14285714287,718984.2857142857,35074.42857142857,0.0008519345993858996,0.08080649973501554,0.054846783210760634,0.121,-0.11619047619047618
ESP,Europe,Spain,2020-10-16,46426026.85714286,142036.57142857142,729355.2857142857,35195.28571428572,0.0008519345993858996,0.08404163218961126,0.057120485150882534,0.122,-0.11619047619047618
ESP,Europe,Spain,2020-10-17,46415248.57142858,142323.0,739726.2857142857,35316.142857142855,0.0008519345993858996,0.08788863380626415,0.057893536634870665,0.123,-0.11833333333333332
ESP,Europe,Spain,2020-10-18,46404470.28571429,142609.42857142858,750097.2857142857,35437.0,0.0008709225348228946,0.09220537331112297,0.05851759607039641,0.122,-0.1276190476190476
ESP,Europe,Spain,2020-10-19,46392258.71428571,145506.7142857143,759287.5714285716,35561.0,0.0009842310748733368,0.09480204989753838,0.0585519048445573,0.122,-0.10976190476190474
ESP,Europe,Spain,2020-10-20,46379082.14285714,147672.57142857142,770154.5714285716,35704.71428571428,0.0009180270482512377,0.09703349486886248,0.0592458397530346,0.125,-0.11976190476190476
ESP,Europe,Spain,2020-10-21,46365190.85714286,152007.42857142858,779574.8571428572,35840.857142857145,0.0009044284807302918,0.09837497359090068,0.05972483220381645,0.129,-0.1223809523809524
ESP,Europe,Spain,2020-10-22,46350204.14285715,156998.42857142858,789432.2857142857,35979.142857142855,0.0008671703676848094,0.09882541675384496,0.06040714524897605,0.132,-0.12833333333333335
ESP,Europe,Spain,2020-10-23,46334551.0,162463.85714285713,799480.4285714284,36118.71428571428,0.0008671703676848094,0.09890731361951348,0.061259462189128075,0.134,-0.12904761904761905
ESP,Europe,Spain,2020-10-24,46318897.85714286,167929.2857142857,809528.5714285716,36258.28571428572,0.0008671703676848094,0.09875679099431836,0.06202369563616274,0.136,-0.1319047619047619
ESP,Europe,Spain,2020-10-25,46303244.71428571,173394.7142857143,819576.7142857143,36397.857142857145,0.0008708516720281852,0.09839135931279122,0.06269995567046698,0.138,-0.14047619047619048
ESP,Europe,Spain,2020-10-26,46285548.85714286,180276.8571428572,830242.0,36546.28571428572,0.0008591864213489702,0.09739661224168396,0.06361416566558972,0.139,-0.14285714285714285
ESP,Europe,Spain,2020-10-27,46267203.71428571,188472.57142857145,840236.0,36701.71428571428,0.0008307379492854244,0.09567404069886966,0.0642472124273569,0.139,-0.13785714285714284
ESP,Europe,Spain,2020-10-28,46248459.71428572,196873.1428571429,850422.2857142857,36858.857142857145,0.0008077777123044947,0.0938457027022936,0.0646601932124262,0.138,-0.13619047619047617
ESP,Europe,Spain,2020-10-29,46229345.14285714,205515.8571428572,860734.4285714284,37018.57142857143,0.0007647019380621465,0.09223510430835803,0.0650066137663179,0.136,-0.1302380952380952
ESP,Europe,Spain,2020-10-30,46209410.0,214632.7142857143,871391.8571428572,37179.42857142857,0.0007647019380621465,0.09010033130736457,0.06526700439069462,0.135,-0.13238095238095235
ESP,Europe,Spain,2020-10-31,46189474.85714286,223749.57142857145,882049.2857142857,37340.28571428572,0.0007647019380621465,0.08751601999252791,0.06505501485650947,0.135,-0.13404761904761903
ESP,Europe,Spain,2020-11-01,46169539.71428572,232866.42857142852,892706.7142857143,37501.142857142855,0.0007663260916064197,0.08465560685991465,0.06477939764001903,0.134,-0.12999999999999998
ESP,Europe,Spain,2020-11-02,46149200.14285715,240943.2857142857,904794.2857142857,37676.28571428572,0.0007112525292521724,0.08303878710515337,0.06434950638560577,0.133,-0.13999999999999999
ESP,Europe,Spain,2020-11-03,46128824.71428572,248114.8571428572,917827.1428571428,37847.28571428572,0.0014641372233741672,0.08150858769904254,0.06427357907018484,0.133,-0.14285714285714285
ESP,Europe,Spain,2020-11-04,46107695.42857143,255110.1428571429,931582.2857142857,38226.142857142855,0.001545890498567347,0.07883367381407083,0.06433510666958665,0.134,-0.15071428571428575
ESP,Europe,Spain,2020-11-05,46086805.0,260745.42857142852,946430.7142857143,38632.857142857145,0.0015811593664799527,0.07649498058292617,0.06455658085499735,0.135,-0.1604761904761905
