Country/Region,Date,Num Hospitalizations,Num Hospitalizations Smooth (7 days),Num UCI,Num UCI Smooth (7 days)
Spain,2021-05-30,231,285.2857142857143,31,34.857142857142854
Spain,2021-05-31,304,281.7142857142857,35,33.285714285714285
Spain,2021-06-01,280,275.2857142857143,29,31.714285714285715
Spain,2021-06-02,273,272.85714285714283,31,30.142857142857142
Spain,2021-06-03,241,267.0,33,29.571428571428573
Spain,2021-06-04,239,257.85714285714283,30,29.857142857142858
Spain,2021-06-05,197,252.14285714285714,27,30.857142857142858
Spain,2021-06-06,193,246.71428571428572,33,31.142857142857142
Spain,2021-06-07,281,243.42857142857142,21,29.142857142857142
Spain,2021-06-08,250,239.14285714285714,22,28.142857142857142
Spain,2021-06-09,215,230.85714285714286,26,27.428571428571427
Spain,2021-06-10,199,224.85714285714286,17,25.142857142857142
Spain,2021-06-11,229,223.42857142857142,20,23.714285714285715
Spain,2021-06-12,163,218.57142857142858,17,22.285714285714285
Spain,2021-06-13,176,216.14285714285714,24,21.0
