ISO_code,Continent,Country/Region,Date,Total Confirmed,New Confirmed,New Confirmed Smooth (7 days),Total Confirmed Fixed (sum New Confirmed),Total Alive Confirmed Fixed (sum New Confirmed - Total Deaths),Accumulated Alive Confirmed in 14 days,Accumulated Alive Confirmed Smooth in 14 days
DEU,Europe,Germany,2020-02-25,17,1,0.14285714285714285,17,17,3,2.7142857142857144
DEU,Europe,Germany,2020-02-26,27,10,1.5714285714285714,27,27,12,3.857142857142857
DEU,Europe,Germany,2020-02-27,46,19,4.285714285714286,46,46,30,7.571428571428571
DEU,Europe,Germany,2020-02-28,48,2,4.571428571428571,48,48,32,11.857142857142858
DEU,Europe,Germany,2020-02-29,79,31,9.0,79,79,63,20.571428571428573
DEU,Europe,Germany,2020-03-01,130,51,16.285714285714285,130,130,114,36.57142857142857
DEU,Europe,Germany,2020-03-02,159,29,20.428571428571427,159,159,143,56.714285714285715
DEU,Europe,Germany,2020-03-03,196,37,25.571428571428573,196,196,180,82.0
DEU,Europe,Germany,2020-03-04,262,66,33.57142857142857,262,262,246,115.42857142857143
DEU,Europe,Germany,2020-03-05,482,220,62.285714285714285,482,482,466,177.71428571428572
DEU,Europe,Germany,2020-03-06,670,188,88.85714285714286,670,670,653,266.42857142857144
DEU,Europe,Germany,2020-03-07,799,129,102.85714285714286,799,799,781,369.0
DEU,Europe,Germany,2020-03-08,1040,241,130.0,1040,1040,1022,498.7142857142857
DEU,Europe,Germany,2020-03-09,1176,136,145.28571428571428,1176,1174,1156,643.4285714285714
DEU,Europe,Germany,2020-03-10,1457,281,180.14285714285714,1457,1455,1437,823.0
DEU,Europe,Germany,2020-03-11,1908,451,235.14285714285714,1908,1905,1880,1056.4285714285713
DEU,Europe,Germany,2020-03-12,2078,170,228.0,2078,2075,2050,1282.7142857142858
DEU,Europe,Germany,2020-03-13,3675,1597,429.2857142857143,3675,3668,3622,1706.857142857143
DEU,Europe,Germany,2020-03-14,4585,910,540.8571428571429,4585,4576,4530,2242.4285714285716
DEU,Europe,Germany,2020-03-15,5795,1210,679.2857142857143,5795,5784,5738,2916.1428571428573
DEU,Europe,Germany,2020-03-16,7272,1477,870.8571428571429,7272,7255,7188,3777.8571428571427
DEU,Europe,Germany,2020-03-17,9257,1985,1114.2857142857142,9257,9233,9166,4882.0
DEU,Europe,Germany,2020-03-18,12327,3070,1488.4285714285713,12327,12299,12194,6355.428571428572
DEU,Europe,Germany,2020-03-19,15320,2993,1891.7142857142858,15320,15276,15163,8228.714285714286
DEU,Europe,Germany,2020-03-20,19848,4528,2310.4285714285716,19848,19781,19601,10511.42857142857
DEU,Europe,Germany,2020-03-21,22213,2365,2518.285714285714,22213,22129,21896,12992.285714285714
DEU,Europe,Germany,2020-03-22,24873,2660,2725.4285714285716,24873,24779,24513,15674.42857142857
DEU,Europe,Germany,2020-03-23,29056,4183,3112.0,29056,28933,28667,18742.85714285714
DEU,Europe,Germany,2020-03-24,32986,3930,3389.8571428571427,32986,32829,29586,21660.0
DEU,Europe,Germany,2020-03-25,37323,4337,3570.8571428571427,37323,37117,33570,24713.714285714286
DEU,Europe,Germany,2020-03-26,43938,6615,4088.285714285714,43938,43671,37998,27975.85714285714
DEU,Europe,Germany,2020-03-27,50871,6933,4431.857142857143,50871,50529,43871,31443.0
DEU,Europe,Germany,2020-03-28,57695,6824,5068.857142857143,57695,57262,48781,35283.71428571428
DEU,Europe,Germany,2020-03-29,62095,4400,5317.428571428572,62095,61562,52351,39260.57142857143
DEU,Europe,Germany,2020-03-30,66885,4790,5404.142857142857,66885,66240,52740,42699.57142857143
DEU,Europe,Germany,2020-03-31,71808,4923,5546.0,71808,71033,54933,46320.57142857143
DEU,Europe,Germany,2020-04-01,77872,6064,5792.714285714285,77872,76952,58252,49846.57142857143
DEU,Europe,Germany,2020-04-02,84794,6922,5836.571428571428,84794,83687,61247,53167.857142857145
DEU,Europe,Germany,2020-04-03,91159,6365,5755.428571428572,91159,89884,65309,56230.42857142857
DEU,Europe,Germany,2020-04-04,96092,4933,5485.285714285715,96092,94648,68248,59011.42857142857
DEU,Europe,Germany,2020-04-05,100123,4031,5432.571428571428,100123,98539,69839,61509.71428571428
DEU,Europe,Germany,2020-04-06,103374,3251,5212.714285714285,103374,101564,72864,64384.57142857143
DEU,Europe,Germany,2020-04-07,107663,4289,5122.142857142857,107663,105647,69566,66475.0
DEU,Europe,Germany,2020-04-08,113296,5633,5060.571428571428,113296,110947,64647,67388.57142857143
DEU,Europe,Germany,2020-04-09,118181,4885,4769.571428571428,118181,115574,63167,67662.85714285714
DEU,Europe,Germany,2020-04-10,122171,3990,4430.285714285715,122171,119404,65491,67688.85714285714
DEU,Europe,Germany,2020-04-11,124908,2737,4116.571428571428,124908,122141,64741,67187.85714285714
DEU,Europe,Germany,2020-04-12,127854,2946,3961.5714285714284,127854,124801,64501,66425.28571428571
DEU,Europe,Germany,2020-04-13,130072,2218,3814.0,130072,126847,62547,64951.42857142857
DEU,Europe,Germany,2020-04-14,131359,1287,3385.1428571428573,131359,128034,59834,63561.142857142855
DEU,Europe,Germany,2020-04-15,134753,3394,3065.285714285714,134753,130918,58318,62657.0
DEU,Europe,Germany,2020-04-16,137698,2945,2788.1428571428573,137698,133615,56615,61721.0
DEU,Europe,Germany,2020-04-17,141397,3699,2746.5714285714284,141397,137014,53900,60065.142857142855
DEU,Europe,Germany,2020-04-18,143342,1945,2633.4285714285716,143342,138852,53452,58452.42857142857
DEU,Europe,Germany,2020-04-19,145184,1842,2475.714285714286,145184,140567,52567,56747.57142857143
DEU,Europe,Germany,2020-04-20,147065,1881,2427.5714285714284,147065,142172,50672,55051.142857142855
DEU,Europe,Germany,2020-04-21,148291,1226,2418.8571428571427,148291,143227,48027,53364.42857142857
DEU,Europe,Germany,2020-04-22,150648,2357,2270.714285714286,150648,145338,45938,51595.857142857145
DEU,Europe,Germany,2020-04-23,153129,2481,2204.4285714285716,153129,147523,44223,49825.57142857143
DEU,Europe,Germany,2020-04-24,154999,1870,1943.142857142857,154999,149208,39408,47755.28571428572
DEU,Europe,Germany,2020-04-25,156513,1514,1881.5714285714287,156513,150605,40805,45948.57142857143
