ISO_code,Continent,Country/Region,Date,Total Recovered,Total Recovered Smooth (7 days)
DEU,Europe,Germany,2020-06-19,176235,175327.0
DEU,Europe,Germany,2020-06-20,176746,175629.57142857142
DEU,Europe,Germany,2020-06-21,177034,175943.14285714287
DEU,Europe,Germany,2020-06-22,177383,176282.42857142858
DEU,Europe,Germany,2020-06-23,177739,176633.0
DEU,Europe,Germany,2020-06-24,177739,176954.57142857142
DEU,Europe,Germany,2020-06-25,177888,177252.0
DEU,Europe,Germany,2020-06-26,178412,177563.0
DEU,Europe,Germany,2020-06-27,178443,177805.42857142858
DEU,Europe,Germany,2020-06-28,178686,178041.42857142858
DEU,Europe,Germany,2020-06-29,178844,178250.14285714287
DEU,Europe,Germany,2020-06-30,179401,178487.57142857142
DEU,Europe,Germany,2020-07-01,179722,178770.85714285713
DEU,Europe,Germany,2020-07-02,180911,179202.7142857143
DEU,Europe,Germany,2020-07-03,181381,179626.85714285713
DEU,Europe,Germany,2020-07-04,181744,180098.42857142858
DEU,Europe,Germany,2020-07-05,182346,180621.2857142857
DEU,Europe,Germany,2020-07-06,182838,181191.85714285713
DEU,Europe,Germany,2020-07-07,183535,181782.42857142858
DEU,Europe,Germany,2020-07-08,183912,182381.0
DEU,Europe,Germany,2020-07-09,184400,182879.42857142858
DEU,Europe,Germany,2020-07-10,185040,183402.14285714287
DEU,Europe,Germany,2020-07-11,185459,183932.85714285713
DEU,Europe,Germany,2020-07-12,185694,184411.14285714287
DEU,Europe,Germany,2020-07-13,186035,184867.85714285713
DEU,Europe,Germany,2020-07-14,186397,185276.7142857143
DEU,Europe,Germany,2020-07-15,186867,185698.85714285713
DEU,Europe,Germany,2020-07-16,187333,186117.85714285713
DEU,Europe,Germany,2020-07-17,187739,186503.42857142858
DEU,Europe,Germany,2020-07-18,188147,186887.42857142858
DEU,Europe,Germany,2020-07-19,188469,187283.85714285713
DEU,Europe,Germany,2020-07-20,189010,187708.85714285713
DEU,Europe,Germany,2020-07-21,189279,188120.57142857142
DEU,Europe,Germany,2020-07-22,189621,188514.0
DEU,Europe,Germany,2020-07-23,189912,188882.42857142858
DEU,Europe,Germany,2020-07-24,190237,189239.2857142857
DEU,Europe,Germany,2020-07-25,190607,189590.7142857143
DEU,Europe,Germany,2020-07-26,190816,189926.0
DEU,Europe,Germany,2020-07-27,191074,190220.85714285713
DEU,Europe,Germany,2020-07-28,191346,190516.14285714287
DEU,Europe,Germany,2020-07-29,191778,190824.2857142857
DEU,Europe,Germany,2020-07-30,192331,191169.85714285713
DEU,Europe,Germany,2020-07-31,192925,191553.85714285713
DEU,Europe,Germany,2020-08-01,193303,191939.0
DEU,Europe,Germany,2020-08-02,193611,192338.2857142857
DEU,Europe,Germany,2020-08-03,194199,192784.7142857143
DEU,Europe,Germany,2020-08-04,194586,193247.57142857142
DEU,Europe,Germany,2020-08-05,195142,193728.14285714287
DEU,Europe,Germany,2020-08-06,195739,194215.0
DEU,Europe,Germany,2020-08-07,196471,194721.57142857142
DEU,Europe,Germany,2020-08-08,197122,195267.14285714287
DEU,Europe,Germany,2020-08-09,197511,195824.2857142857
DEU,Europe,Germany,2020-08-10,197955,196360.85714285713
DEU,Europe,Germany,2020-08-11,198544,196926.2857142857
DEU,Europe,Germany,2020-08-12,199379,197531.57142857142
DEU,Europe,Germany,2020-08-13,200359,198191.57142857142
DEU,Europe,Germany,2020-08-14,201220,198870.0
DEU,Europe,Germany,2020-08-15,201819,199541.0
DEU,Europe,Germany,2020-08-16,202034,200187.14285714287
DEU,Europe,Germany,2020-08-17,202925,200897.14285714287
DEU,Europe,Germany,2020-08-18,203633,201624.14285714287
DEU,Europe,Germany,2020-08-19,204902,202413.14285714287
DEU,Europe,Germany,2020-08-20,205826,203194.14285714287
DEU,Europe,Germany,2020-08-21,206969,204015.42857142858
DEU,Europe,Germany,2020-08-22,207670,204851.2857142857
DEU,Europe,Germany,2020-08-23,208054,205711.2857142857
DEU,Europe,Germany,2020-08-24,209273,206618.14285714287
DEU,Europe,Germany,2020-08-25,210300,207570.57142857142
DEU,Europe,Germany,2020-08-26,211614,208529.42857142858
DEU,Europe,Germany,2020-08-27,213032,209558.85714285713
DEU,Europe,Germany,2020-08-28,214529,210638.85714285713
DEU,Europe,Germany,2020-08-29,215221,211717.57142857142
DEU,Europe,Germany,2020-08-30,215740,212815.57142857142
DEU,Europe,Germany,2020-08-31,217432,213981.14285714287
DEU,Europe,Germany,2020-09-01,218847,215202.14285714287
DEU,Europe,Germany,2020-09-02,220425,216460.85714285713
DEU,Europe,Germany,2020-09-03,221997,217741.57142857142
DEU,Europe,Germany,2020-09-04,223731,219056.14285714287
DEU,Europe,Germany,2020-09-05,224557,220389.85714285713
DEU,Europe,Germany,2020-09-06,225187,221739.42857142858
DEU,Europe,Germany,2020-09-07,226814,223079.7142857143
DEU,Europe,Germany,2020-09-08,228270,224425.85714285713
DEU,Europe,Germany,2020-09-09,229693,225749.85714285713
DEU,Europe,Germany,2020-09-10,231249,227071.57142857142
DEU,Europe,Germany,2020-09-11,232804,228367.7142857143
DEU,Europe,Germany,2020-09-12,233504,229645.85714285713
DEU,Europe,Germany,2020-09-13,233973,230901.0
DEU,Europe,Germany,2020-09-14,235467,232137.14285714287
DEU,Europe,Germany,2020-09-15,236676,233338.0
DEU,Europe,Germany,2020-09-16,238057,234532.85714285713
DEU,Europe,Germany,2020-09-17,239486,235709.57142857142
DEU,Europe,Germany,2020-09-18,240924,236869.57142857142
DEU,Europe,Germany,2020-09-19,241697,238040.0
DEU,Europe,Germany,2020-09-20,242366,239239.0
DEU,Europe,Germany,2020-09-21,244263,240495.57142857142
DEU,Europe,Germany,2020-09-22,245589,241768.85714285713
DEU,Europe,Germany,2020-09-23,247059,243054.85714285713
DEU,Europe,Germany,2020-09-24,248772,244381.42857142858
DEU,Europe,Germany,2020-09-25,250355,245728.7142857143
DEU,Europe,Germany,2020-09-26,251433,247119.57142857142
DEU,Europe,Germany,2020-09-27,252351,248546.0
DEU,Europe,Germany,2020-09-28,253834,249913.2857142857
DEU,Europe,Germany,2020-09-29,255615,251345.57142857142
DEU,Europe,Germany,2020-09-30,257464,252832.0
DEU,Europe,Germany,2020-10-01,259640,254384.57142857142
DEU,Europe,Germany,2020-10-02,261829,256023.7142857143
DEU,Europe,Germany,2020-10-03,263512,257749.2857142857
DEU,Europe,Germany,2020-10-04,264543,259491.0
DEU,Europe,Germany,2020-10-05,266138,261248.7142857143
DEU,Europe,Germany,2020-10-06,267975,263014.4285714286
DEU,Europe,Germany,2020-10-07,269570,264743.85714285716
DEU,Europe,Germany,2020-10-08,271878,266492.14285714284
DEU,Europe,Germany,2020-10-09,274229,268263.5714285714
DEU,Europe,Germany,2020-10-10,275535,269981.14285714284
DEU,Europe,Germany,2020-10-11,276843,271738.28571428574
DEU,Europe,Germany,2020-10-12,279131,273594.4285714286
DEU,Europe,Germany,2020-10-13,280956,275448.85714285716
DEU,Europe,Germany,2020-10-14,283386,277422.5714285714
DEU,Europe,Germany,2020-10-15,285998,279439.71428571426
DEU,Europe,Germany,2020-10-16,288824,281524.71428571426
DEU,Europe,Germany,2020-10-17,290464,283657.4285714286
DEU,Europe,Germany,2020-10-18,292008,285823.85714285716
DEU,Europe,Germany,2020-10-19,295087,288103.28571428574
DEU,Europe,Germany,2020-10-20,297529,290470.85714285716
DEU,Europe,Germany,2020-10-21,301523,293061.85714285716
DEU,Europe,Germany,2020-10-22,306315,295964.28571428574
DEU,Europe,Germany,2020-10-23,310864,299112.85714285716
DEU,Europe,Germany,2020-10-24,313811,302448.14285714284
DEU,Europe,Germany,2020-10-25,316651,305968.5714285714
DEU,Europe,Germany,2020-10-26,323178,309981.5714285714
DEU,Europe,Germany,2020-10-27,327600,314277.4285714286
DEU,Europe,Germany,2020-10-28,334739,319022.5714285714
DEU,Europe,Germany,2020-10-29,342336,324168.4285714286
DEU,Europe,Germany,2020-10-30,349997,329758.85714285716
DEU,Europe,Germany,2020-10-31,354847,335621.14285714284
DEU,Europe,Germany,2020-11-01,358841,341648.28571428574
DEU,Europe,Germany,2020-11-02,367194,347936.28571428574
DEU,Europe,Germany,2020-11-03,375677,354804.4285714286
DEU,Europe,Germany,2020-11-04,387979,362410.14285714284
DEU,Europe,Germany,2020-11-05,393882,369773.85714285716
DEU,Europe,Germany,2020-11-06,407340,377965.71428571426
DEU,Europe,Germany,2020-11-07,417741,386950.5714285714
DEU,Europe,Germany,2020-11-08,427604,396773.85714285716
DEU,Europe,Germany,2020-11-09,440135,407194.0
DEU,Europe,Germany,2020-11-10,453266,418278.14285714284
DEU,Europe,Germany,2020-11-11,469371,429905.5714285714
DEU,Europe,Germany,2020-11-12,488017,443353.4285714286
DEU,Europe,Germany,2020-11-13,507313,457635.28571428574
DEU,Europe,Germany,2020-11-14,521275,472425.85714285716
DEU,Europe,Germany,2020-11-15,533801,487596.85714285716
DEU,Europe,Germany,2020-11-16,558897,504562.85714285716
DEU,Europe,Germany,2020-11-17,566382,520722.28571428574
DEU,Europe,Germany,2020-11-18,597630,539045.0
DEU,Europe,Germany,2020-11-19,620030,557904.0
DEU,Europe,Germany,2020-11-20,642720,577247.8571428572
DEU,Europe,Germany,2020-11-21,656776,596605.1428571428
DEU,Europe,Germany,2020-11-22,671220,616236.4285714285
DEU,Europe,Germany,2020-11-23,677706,633209.1428571428
