ISO_code,Continent,Country/Region,Date,Mu Raw,Mu Smooth (7 days average),Beta Raw,Beta Smooth (7 days average),Beta Fixed Raw (No negative values),Beta Fixed Smooth,R0 Raw,R0 Smooth (7 days average),R0 Fixed Raw (No negative values),R0 Fixed Smooth
ESP,Europe,Spain,2020-03-02,0.0,0.0012106537530266344,1.8194446750817819,0.8409022928765617,1.8194446750817819,0.8409022928765617,26.200003321177658,12.108993017422488,26.200003321177658,12.108993017422488
ESP,Europe,Spain,2020-03-03,0.0,0.002092487968194183,0.2512626952724435,0.6411670199973102,0.2512626952724435,0.6411670199973102,3.618182811923186,9.232805087961266,3.618182811923186,9.232805087961266
ESP,Europe,Spain,2020-03-04,0.0,0.0027477959629517187,1.3771371885600991,0.6394395402221411,1.3771371885600991,0.6394395402221411,19.830775515265426,9.207929379198832,19.830775515265426,9.207929379198832
ESP,Europe,Spain,2020-03-05,0.0,0.003872655355527647,0.5027781176892766,0.5319293664638473,0.5027781176892766,0.5319293664638473,7.240004894725582,7.6597828770794,7.240004894725582,7.6597828770794
ESP,Europe,Spain,2020-03-06,0.0,0.0056901762570180136,0.9764221169332309,0.5063753650623369,0.9764221169332309,0.5063753650623369,14.060478483838525,7.291805256897652,14.060478483838525,7.291805256897652
ESP,Europe,Spain,2020-03-07,0.0,0.007739356584886866,0.508469737056805,0.42745179402246025,0.508469737056805,0.42745179402246025,7.321964213617991,6.1553058339234274,7.321964213617991,6.1553058339234274
ESP,Europe,Spain,2020-03-08,0.00847457627118644,0.0101421525656645,0.45080151954229497,0.45210967779048017,0.45080151954229497,0.45210967779048017,6.491541881409047,6.510379360182914,6.491541881409047,6.510379360182914
ESP,Europe,Spain,2020-03-09,0.006172839506172839,0.009890271583491173,0.42129776492702126,0.48227817835829434,0.42129776492702126,0.48227817835829434,6.0666878149491055,6.944805768359438,6.0666878149491055,6.944805768359438
ESP,Europe,Spain,2020-03-10,0.0045871559633027525,0.010649480726416558,0.23917033684625974,0.4816787063433675,0.23917033684625974,0.4816787063433675,3.4440528505861403,6.936173371344492,3.4440528505861403,6.936173371344492
ESP,Europe,Spain,2020-03-11,0.007874015748031496,0.01005881397277085,0.6245659722520422,0.45730333885277524,0.6245659722520422,0.45730333885277524,8.993750000429408,6.585168079479963,8.993750000429408,6.585168079479963
ESP,Europe,Spain,2020-03-12,0.01272264631043257,0.013982825057248455,0.3239001078787041,0.5681840110484798,0.3239001078787041,0.5681840110484798,4.664161553453339,8.181849759098109,4.664161553453339,8.181849759098109
ESP,Europe,Spain,2020-03-13,0.014344262295081968,0.013913309456161257,0.42395711965409444,0.5641477749586,0.42395711965409444,0.5641477749586,6.104982523018959,8.12372795940384,6.104982523018959,8.12372795940384
