ISO_code,Continent,Country/Region,Date,Susceptibles Raw (S),Infected Raw (I),Recovered Raw (R),Deaths Raw (D),Total Population (N),Total Population Without Deahts (N Alive)
ESP,Europe,Spain,2020-01-28,47332614,0,0,0,47332614,47332614
ESP,Europe,Spain,2020-01-29,47332614,0,0,0,47332614,47332614
ESP,Europe,Spain,2020-01-30,47332614,0,0,0,47332614,47332614
ESP,Europe,Spain,2020-01-31,47332614,0,0,0,47332614,47332614
ESP,Europe,Spain,2020-02-01,47332613,1,0,0,47332614,47332614
ESP,Europe,Spain,2020-02-02,47332613,1,0,0,47332614,47332614
ESP,Europe,Spain,2020-02-03,47332613,1,0,0,47332614,47332614
ESP,Europe,Spain,2020-02-04,47332613,1,0,0,47332614,47332614
ESP,Europe,Spain,2020-02-05,47332613,1,0,0,47332614,47332614
ESP,Europe,Spain,2020-02-06,47332613,1,0,0,47332614,47332614
ESP,Europe,Spain,2020-02-07,47332613,1,0,0,47332614,47332614
ESP,Europe,Spain,2020-02-08,47332613,1,0,0,47332614,47332614
ESP,Europe,Spain,2020-02-09,47332612,2,0,0,47332614,47332614
ESP,Europe,Spain,2020-02-10,47332612,2,0,0,47332614,47332614
ESP,Europe,Spain,2020-02-11,47332612,2,0,0,47332614,47332614
ESP,Europe,Spain,2020-02-12,47332612,2,0,0,47332614,47332614
ESP,Europe,Spain,2020-02-13,47332612,2,0,0,47332614,47332614
ESP,Europe,Spain,2020-02-14,47332612,2,0,0,47332614,47332614
ESP,Europe,Spain,2020-02-15,47332612,1,1,0,47332614,47332614
ESP,Europe,Spain,2020-02-16,47332612,1,1,0,47332614,47332614
ESP,Europe,Spain,2020-02-17,47332612,1,1,0,47332614,47332614
ESP,Europe,Spain,2020-02-18,47332612,1,1,0,47332614,47332614
ESP,Europe,Spain,2020-02-19,47332612,1,1,0,47332614,47332614
ESP,Europe,Spain,2020-02-20,47332612,1,1,0,47332614,47332614
ESP,Europe,Spain,2020-02-21,47332612,1,1,0,47332614,47332614
ESP,Europe,Spain,2020-02-22,47332612,1,1,0,47332614,47332614
ESP,Europe,Spain,2020-02-23,47332612,0,2,0,47332614,47332614
ESP,Europe,Spain,2020-02-24,47332612,0,2,0,47332614,47332614
ESP,Europe,Spain,2020-02-25,47332608,4,2,0,47332614,47332614
ESP,Europe,Spain,2020-02-26,47332601,11,2,0,47332614,47332614
ESP,Europe,Spain,2020-02-27,47332599,13,2,0,47332614,47332614
ESP,Europe,Spain,2020-02-28,47332582,30,2,0,47332614,47332614
ESP,Europe,Spain,2020-02-29,47332569,43,2,0,47332614,47332614
ESP,Europe,Spain,2020-03-01,47332530,82,2,0,47332614,47332614
ESP,Europe,Spain,2020-03-02,47332494,118,2,0,47332614,47332614
ESP,Europe,Spain,2020-03-03,47332449,162,2,1,47332614,47332613
ESP,Europe,Spain,2020-03-04,47332392,218,2,2,47332614,47332612
ESP,Europe,Spain,2020-03-05,47332355,254,2,3,47332614,47332611
ESP,Europe,Spain,2020-03-06,47332214,393,2,5,47332614,47332609
ESP,Europe,Spain,2020-03-07,47332114,488,2,10,47332614,47332604
ESP,Europe,Spain,2020-03-08,47331941,654,2,17,47332614,47332597
ESP,Europe,Spain,2020-03-09,47331541,1043,2,28,47332614,47332586
ESP,Europe,Spain,2020-03-10,47330919,1654,6,35,47332614,47332579
ESP,Europe,Spain,2020-03-11,47330337,2210,13,54,47332614,47332560
ESP,Europe,Spain,2020-03-12,47330337,2207,15,55,47332614,47332559
ESP,Europe,Spain,2020-03-13,47327382,5067,32,133,47332614,47332481
ESP,Europe,Spain,2020-03-14,47326223,6151,45,195,47332614,47332419
ESP,Europe,Spain,2020-03-15,47324816,7425,84,289,47332614,47332325
ESP,Europe,Spain,2020-03-16,47322672,9480,120,342,47332614,47332272
ESP,Europe,Spain,2020-03-17,47320866,11051,164,533,47332614,47332081
ESP,Europe,Spain,2020-03-18,47318704,13067,220,623,47332614,47331991
ESP,Europe,Spain,2020-03-19,47314651,16877,256,830,47332614,47331784
ESP,Europe,Spain,2020-03-20,47312204,18972,395,1043,47332614,47331571
ESP,Europe,Spain,2020-03-21,47307240,23509,490,1375,47332614,47331239
ESP,Europe,Spain,2020-03-22,47303846,26340,656,1772,47332614,47330842
ESP,Europe,Spain,2020-03-23,47297478,31780,1045,2311,47332614,47330303
ESP,Europe,Spain,2020-03-24,47292729,35417,1660,2808,47332614,47329806
ESP,Europe,Spain,2020-03-25,47283099,43645,2223,3647,47332614,47328967
ESP,Europe,Spain,2020-03-26,47274828,51199,2222,4365,47332614,47328249
ESP,Europe,Spain,2020-03-27,47266895,55482,5099,5138,47332614,47327476
ESP,Europe,Spain,2020-03-28,47259379,61057,6196,5982,47332614,47326632
ESP,Europe,Spain,2020-03-29,47252504,65798,7509,6803,47332614,47325811
ESP,Europe,Spain,2020-03-30,47244658,70640,9600,7716,47332614,47324898
ESP,Europe,Spain,2020-03-31,47236691,76244,11215,8464,47332614,47324150
ESP,Europe,Spain,2020-04-01,47228496,81444,13287,9387,47332614,47323227
ESP,Europe,Spain,2020-04-02,47220549,84584,17133,10348,47332614,47322266
ESP,Europe,Spain,2020-04-03,47213415,88634,19367,11198,47332614,47321416
ESP,Europe,Spain,2020-04-04,47206446,90222,23999,11947,47332614,47320667
ESP,Europe,Spain,2020-04-05,47200968,92009,26996,12641,47332614,47319973
ESP,Europe,Spain,2020-04-06,47195939,90509,32825,13341,47332614,47319273
ESP,Europe,Spain,2020-04-07,47190672,90820,37077,14045,47332614,47318569
ESP,Europe,Spain,2020-04-08,47184394,87560,45868,14792,47332614,47317822
ESP,Europe,Spain,2020-04-09,47179392,84354,53421,15447,47332614,47317167
ESP,Europe,Spain,2020-04-10,47174341,81611,60581,16081,47332614,47316533
ESP,Europe,Spain,2020-04-11,47169587,79168,67253,16606,47332614,47316008
ESP,Europe,Spain,2020-04-12,47165783,76315,73307,17209,47332614,47315405
ESP,Europe,Spain,2020-04-13,47162515,72103,80240,17756,47332614,47314858
ESP,Europe,Spain,2020-04-14,47160073,67026,87459,18056,47332614,47314558
ESP,Europe,Spain,2020-04-15,47154970,64205,94731,18708,47332614,47313906
ESP,Europe,Spain,2020-04-16,47147666,63916,101717,19315,47332614,47313299
ESP,Europe,Spain,2020-04-17,47141775,62836,108001,20002,47332614,47312612
ESP,Europe,Spain,2020-04-18,47140888,57462,114221,20043,47332614,47312571
ESP,Europe,Spain,2020-04-19,47133940,59216,119005,20453,47332614,47312161
ESP,Europe,Spain,2020-04-20,47132404,56024,123334,20852,47332614,47311762
ESP,Europe,Spain,2020-04-21,47128436,54999,127897,21282,47332614,47311332
ESP,Europe,Spain,2020-04-22,47124225,53244,133428,21717,47332614,47310897
ESP,Europe,Spain,2020-04-23,47119590,53092,137775,22157,47332614,47310457
ESP,Europe,Spain,2020-04-24,47119590,48308,142192,22524,47332614,47310090
ESP,Europe,Spain,2020-04-25,47116675,46616,146421,22902,47332614,47309712
ESP,Europe,Spain,2020-04-26,47114946,44856,149622,23190,47332614,47309424
ESP,Europe,Spain,2020-04-27,47113115,43635,152343,23521,47332614,47309093
ESP,Europe,Spain,2020-04-28,47111807,42500,154485,23822,47332614,47308792
ESP,Europe,Spain,2020-04-29,47109663,39740,158936,24275,47332614,47308339
ESP,Europe,Spain,2020-04-30,47109145,33293,165633,24543,47332614,47308071
ESP,Europe,Spain,2020-05-01,47107364,29870,170837,24543,47332614,47308071
ESP,Europe,Spain,2020-05-02,47105998,29833,171683,25100,47332614,47307514
ESP,Europe,Spain,2020-05-03,47105114,24015,178221,25264,47332614,47307350
ESP,Europe,Spain,2020-05-04,47104569,23259,179358,25428,47332614,47307186
ESP,Europe,Spain,2020-05-05,47103251,20854,182896,25613,47332614,47307001
ESP,Europe,Spain,2020-05-06,47102255,17830,186672,25857,47332614,47306757
ESP,Europe,Spain,2020-05-07,47101133,14544,190867,26070,47332614,47306544
ESP,Europe,Spain,2020-05-08,47099723,16092,190500,26299,47332614,47306315
ESP,Europe,Spain,2020-05-09,47099002,14097,193037,26478,47332614,47306136
ESP,Europe,Spain,2020-05-10,47098230,13285,194478,26621,47332614,47305993
ESP,Europe,Spain,2020-05-11,47095144,14748,195978,26744,47332614,47305870
ESP,Europe,Spain,2020-05-12,47094550,14159,196985,26920,47332614,47305694
ESP,Europe,Spain,2020-05-13,47093889,12945,198676,27104,47332614,47305510
ESP,Europe,Spain,2020-05-14,47093040,13327,198926,27321,47332614,47305293
ESP,Europe,Spain,2020-05-15,47092397,12051,200707,27459,47332614,47305155
ESP,Europe,Spain,2020-05-16,47091882,11653,201516,27563,47332614,47305051
ESP,Europe,Spain,2020-05-17,47091882,10933,202236,27563,47332614,47305051
ESP,Europe,Spain,2020-05-18,47090974,11314,202617,27709,47332614,47304905
ESP,Europe,Spain,2020-05-19,47090543,10543,203750,27778,47332614,47304836
ESP,Europe,Spain,2020-05-20,47090025,10199,204502,27888,47332614,47304726
ESP,Europe,Spain,2020-05-21,47089543,9720,205411,27940,47332614,47304674
ESP,Europe,Spain,2020-05-22,47087756,9638,206592,28628,47332614,47303986
ESP,Europe,Spain,2020-05-23,47087290,9512,207134,28678,47332614,47303936
ESP,Europe,Spain,2020-05-24,47086808,9291,207763,28752,47332614,47303862
ESP,Europe,Spain,2020-05-25,47086808,6328,210726,28752,47332614,47303862
ESP,Europe,Spain,2020-05-26,47085949,6486,211144,29035,47332614,47303579
ESP,Europe,Spain,2020-05-27,47085949,6009,211621,29035,47332614,47303579
ESP,Europe,Spain,2020-05-28,47084302,7022,212253,29037,47332614,47303577
ESP,Europe,Spain,2020-05-29,47083644,7173,212758,29039,47332614,47303575
ESP,Europe,Spain,2020-05-30,47082980,7422,213169,29043,47332614,47303571
ESP,Europe,Spain,2020-05-31,47082729,7671,213169,29045,47332614,47303569
ESP,Europe,Spain,2020-06-01,47082570,7068,213931,29045,47332614,47303569
ESP,Europe,Spain,2020-06-02,47082276,7000,214293,29045,47332614,47303569
ESP,Europe,Spain,2020-06-03,47081882,6985,214701,29046,47332614,47303568
ESP,Europe,Spain,2020-06-04,47081548,6884,215131,29051,47332614,47303563
ESP,Europe,Spain,2020-06-05,47081230,6102,216230,29052,47332614,47303562
ESP,Europe,Spain,2020-06-06,47080898,6017,216646,29053,47332614,47303561
ESP,Europe,Spain,2020-06-07,47080658,5848,217054,29054,47332614,47303560
ESP,Europe,Spain,2020-06-08,47080491,6015,217054,29054,47332614,47303560
ESP,Europe,Spain,2020-06-09,47080242,5688,217630,29054,47332614,47303560
ESP,Europe,Spain,2020-06-10,47079928,6002,217630,29054,47332614,47303560
ESP,Europe,Spain,2020-06-11,47079501,4784,219275,29054,47332614,47303560
ESP,Europe,Spain,2020-06-12,47078999,4630,219931,29054,47332614,47303560
ESP,Europe,Spain,2020-06-13,47078603,4366,220591,29054,47332614,47303560
ESP,Europe,Spain,2020-06-14,47078280,4440,220840,29054,47332614,47303560
ESP,Europe,Spain,2020-06-15,47078099,4462,220999,29054,47332614,47303560
ESP,Europe,Spain,2020-06-16,47077880,4387,221293,29054,47332614,47303560
ESP,Europe,Spain,2020-06-17,47077525,4349,221686,29054,47332614,47303560
ESP,Europe,Spain,2020-06-18,47076940,4605,222015,29054,47332614,47303560
ESP,Europe,Spain,2020-06-19,47076633,3416,222332,30233,47332614,47302381
ESP,Europe,Spain,2020-06-20,47076270,3441,222663,30240,47332614,47302374
ESP,Europe,Spain,2020-06-21,47075936,3535,222902,30241,47332614,47302373
ESP,Europe,Spain,2020-06-22,47075704,3599,223069,30242,47332614,47302372
ESP,Europe,Spain,2020-06-23,47075456,3597,223318,30243,47332614,47302371
ESP,Europe,Spain,2020-06-24,47075122,3615,223632,30245,47332614,47302369
ESP,Europe,Spain,2020-06-25,47074722,3585,224059,30248,47332614,47302366
ESP,Europe,Spain,2020-06-26,47074303,3494,224561,30256,47332614,47302358
ESP,Europe,Spain,2020-06-27,47073739,3659,224957,30259,47332614,47302355
ESP,Europe,Spain,2020-06-28,47073438,3635,225280,30261,47332614,47302353
ESP,Europe,Spain,2020-06-29,47073238,3651,225461,30264,47332614,47302350
ESP,Europe,Spain,2020-06-30,47072937,3724,225680,30273,47332614,47302341
ESP,Europe,Spain,2020-07-01,47072549,3748,226035,30282,47332614,47302332
ESP,Europe,Spain,2020-07-02,47072105,3603,226620,30286,47332614,47302328
ESP,Europe,Spain,2020-07-03,47071663,4900,225748,30303,47332614,47302311
ESP,Europe,Spain,2020-07-04,47071663,4544,226104,30303,47332614,47302311
ESP,Europe,Spain,2020-07-05,47071663,4211,226437,30303,47332614,47302311
ESP,Europe,Spain,2020-07-06,47070419,5221,226668,30306,47332614,47302308
ESP,Europe,Spain,2020-07-07,47070078,5311,226915,30310,47332614,47302304
ESP,Europe,Spain,2020-07-08,47069695,5358,227247,30314,47332614,47302300
ESP,Europe,Spain,2020-07-09,47069152,5499,227644,30319,47332614,47302295
ESP,Europe,Spain,2020-07-10,47068300,5938,228055,30321,47332614,47302293
ESP,Europe,Spain,2020-07-11,47068300,5377,228616,30321,47332614,47302293
ESP,Europe,Spain,2020-07-12,47068300,5078,228915,30321,47332614,47302293
ESP,Europe,Spain,2020-07-13,47066255,6923,229112,30324,47332614,47302290
ESP,Europe,Spain,2020-07-14,47065589,7294,229404,30327,47332614,47302287
ESP,Europe,Spain,2020-07-15,47064714,7786,229783,30331,47332614,47302283
ESP,Europe,Spain,2020-07-16,47063353,8704,230223,30334,47332614,47302280
ESP,Europe,Spain,2020-07-17,47061953,9675,230648,30338,47332614,47302276
ESP,Europe,Spain,2020-07-18,47061953,9675,230648,30338,47332614,47302276
ESP,Europe,Spain,2020-07-19,47061953,9675,230648,30338,47332614,47302276
ESP,Europe,Spain,2020-07-20,47057372,13013,231889,30340,47332614,47302274
ESP,Europe,Spain,2020-07-21,47056014,14032,232226,30342,47332614,47302272
ESP,Europe,Spain,2020-07-22,47054657,15008,232605,30344,47332614,47302270
ESP,Europe,Spain,2020-07-23,47052042,17082,233143,30347,47332614,47302267
ESP,Europe,Spain,2020-07-24,47049787,18484,233993,30350,47332614,47302264
ESP,Europe,Spain,2020-07-25,47049787,18484,233993,30350,47332614,47302264
ESP,Europe,Spain,2020-07-26,47049787,18484,233993,30350,47332614,47302264
ESP,Europe,Spain,2020-07-27,47043426,22801,236035,30352,47332614,47302262
ESP,Europe,Spain,2020-07-28,47041598,23964,236698,30354,47332614,47302260
ESP,Europe,Spain,2020-07-29,47039567,25119,237569,30359,47332614,47302255
ESP,Europe,Spain,2020-07-30,47036778,26548,238927,30361,47332614,47302253
ESP,Europe,Spain,2020-07-31,47033686,28242,240323,30363,47332614,47302251
ESP,Europe,Spain,2020-08-01,47033686,28242,240323,30363,47332614,47302251
ESP,Europe,Spain,2020-08-02,47033686,28242,240323,30363,47332614,47302251
ESP,Europe,Spain,2020-08-03,47025154,32168,244902,30390,47332614,47302224
ESP,Europe,Spain,2020-08-04,47019394,36546,246258,30416,47332614,47302198
ESP,Europe,Spain,2020-08-05,47016441,38143,247613,30417,47332614,47302197
ESP,Europe,Spain,2020-08-06,47012353,39618,250225,30418,47332614,47302196
ESP,Europe,Spain,2020-08-07,47007846,41870,252477,30421,47332614,47302193
ESP,Europe,Spain,2020-08-08,47007846,41870,252477,30421,47332614,47302193
ESP,Europe,Spain,2020-08-09,47007846,41870,252477,30421,47332614,47302193
ESP,Europe,Spain,2020-08-10,46999228,44056,258836,30494,47332614,47302120
ESP,Europe,Spain,2020-08-11,46995596,45857,260662,30499,47332614,47302115
ESP,Europe,Spain,2020-08-12,46992424,47003,262688,30499,47332614,47302115
ESP,Europe,Spain,2020-08-13,46984874,51740,265475,30525,47332614,47302089
ESP,Europe,Spain,2020-08-14,46979395,54117,268565,30537,47332614,47302077
ESP,Europe,Spain,2020-08-15,46979395,54117,268565,30537,47332614,47302077
ESP,Europe,Spain,2020-08-16,46979395,54117,268565,30537,47332614,47302077
ESP,Europe,Spain,2020-08-17,46963126,61852,277070,30566,47332614,47302048
ESP,Europe,Spain,2020-08-18,46958012,61208,282804,30590,47332614,47302024
ESP,Europe,Spain,2020-08-19,46951341,64800,285756,30717,47332614,47301897
ESP,Europe,Spain,2020-08-20,46944302,67736,289843,30733,47332614,47301881
ESP,Europe,Spain,2020-08-21,46936154,71355,294347,30758,47332614,47301856
ESP,Europe,Spain,2020-08-22,46936154,71355,294347,30758,47332614,47301856
ESP,Europe,Spain,2020-08-23,46936154,71355,294347,30758,47332614,47301856
ESP,Europe,Spain,2020-08-24,46916772,82158,302892,30792,47332614,47301822
ESP,Europe,Spain,2020-08-25,46909655,85596,306519,30844,47332614,47301770
ESP,Europe,Spain,2020-08-26,46902359,89673,309691,30891,47332614,47301723
ESP,Europe,Spain,2020-08-27,46892701,91782,317215,30916,47332614,47301698
ESP,Europe,Spain,2020-08-28,46882922,96079,322682,30931,47332614,47301683
ESP,Europe,Spain,2020-08-29,46882922,96079,322682,30931,47332614,47301683
ESP,Europe,Spain,2020-08-30,46882922,96079,322682,30931,47332614,47301683
ESP,Europe,Spain,2020-08-31,46859350,103328,338922,31014,47332614,47301600
ESP,Europe,Spain,2020-09-01,46851235,106295,344012,31072,47332614,47301542
ESP,Europe,Spain,2020-09-02,46842654,108290,350556,31114,47332614,47301500
ESP,Europe,Spain,2020-09-03,46833695,110186,357579,31154,47332614,47301460
ESP,Europe,Spain,2020-09-04,46823219,112355,365702,31338,47332614,47301276
ESP,Europe,Spain,2020-09-05,46823219,112355,365702,31338,47332614,47301276
ESP,Europe,Spain,2020-09-06,46823219,112355,365702,31338,47332614,47301276
ESP,Europe,Spain,2020-09-07,46796659,119469,385050,31436,47332614,47301178
ESP,Europe,Spain,2020-09-08,46787695,121290,392115,31514,47332614,47301100
ESP,Europe,Spain,2020-09-09,46778829,122873,399364,31548,47332614,47301066
ESP,Europe,Spain,2020-09-10,46768065,123933,408997,31619,47332614,47300995
ESP,Europe,Spain,2020-09-11,46755882,126304,418761,31667,47332614,47300947
ESP,Europe,Spain,2020-09-12,46755882,126304,418761,31667,47332614,47300947
ESP,Europe,Spain,2020-09-13,46755882,126304,418761,31667,47332614,47300947
ESP,Europe,Spain,2020-09-14,46728478,130118,442250,31768,47332614,47300846
ESP,Europe,Spain,2020-09-15,46719041,131342,450307,31924,47332614,47300690
ESP,Europe,Spain,2020-09-16,46707848,133757,458846,32163,47332614,47300451
ESP,Europe,Spain,2020-09-17,46696557,135967,467765,32325,47332614,47300289
ESP,Europe,Spain,2020-09-18,46682168,139974,478057,32415,47332614,47300199
ESP,Europe,Spain,2020-09-19,46682168,139974,478057,32415,47332614,47300199
ESP,Europe,Spain,2020-09-20,46682168,139974,478057,32415,47332614,47300199
ESP,Europe,Spain,2020-09-21,46650740,144772,504519,32583,47332614,47300031
ESP,Europe,Spain,2020-09-22,46639941,146444,513405,32824,47332614,47299790
ESP,Europe,Spain,2020-09-23,46628652,148771,522237,32954,47332614,47299660
ESP,Europe,Spain,2020-09-24,46617999,148647,532930,33038,47332614,47299576
ESP,Europe,Spain,2020-09-25,46605727,148670,545065,33152,47332614,47299462
ESP,Europe,Spain,2020-09-26,46605727,148670,545065,33152,47332614,47299462
ESP,Europe,Spain,2020-09-27,46605727,148670,545065,33152,47332614,47299462
ESP,Europe,Spain,2020-09-28,46573942,152973,572368,33331,47332614,47299283
ESP,Europe,Spain,2020-09-29,46573942,143692,581649,33331,47332614,47299283
ESP,Europe,Spain,2020-09-30,46553020,153280,592603,33711,47332614,47298903
ESP,Europe,Spain,2020-10-01,46543601,151388,603732,33893,47332614,47298721
ESP,Europe,Spain,2020-10-02,46532276,148301,618031,34006,47332614,47298608
ESP,Europe,Spain,2020-10-03,46532276,148301,618031,34006,47332614,47298608
ESP,Europe,Spain,2020-10-04,46532276,148301,618031,34006,47332614,47298608
ESP,Europe,Spain,2020-10-05,46508796,140382,649291,34145,47332614,47298469
ESP,Europe,Spain,2020-10-06,46496798,141561,659849,34406,47332614,47298208
ESP,Europe,Spain,2020-10-07,46486307,140817,671008,34482,47332614,47298132
ESP,Europe,Spain,2020-10-08,46473884,142545,681577,34608,47332614,47298006
ESP,Europe,Spain,2020-10-09,46461096,142934,693735,34849,47332614,47297765
ESP,Europe,Spain,2020-10-10,46461096,142934,693735,34849,47332614,47297765
ESP,Europe,Spain,2020-10-11,46461096,142934,693735,34849,47332614,47297765
ESP,Europe,Spain,2020-10-12,46433240,138989,725341,35044,47332614,47297570
ESP,Europe,Spain,2020-10-13,46426122,146027,725341,35124,47332614,47297490
ESP,Europe,Spain,2020-10-14,46414152,137246,745883,35333,47332614,47297281
ESP,Europe,Spain,2020-10-15,46400834,141187,755120,35473,47332614,47297141
ESP,Europe,Spain,2020-10-16,46385648,144939,766332,35695,47332614,47296919
ESP,Europe,Spain,2020-10-17,46385648,144939,766332,35695,47332614,47296919
ESP,Europe,Spain,2020-10-18,46385648,144939,766332,35695,47332614,47296919
ESP,Europe,Spain,2020-10-19,46347759,159270,789673,35912,47332614,47296702
ESP,Europe,Spain,2020-10-20,46333886,161188,801410,36130,47332614,47296484
ESP,Europe,Spain,2020-10-21,46316913,167590,811825,36286,47332614,47296328
ESP,Europe,Spain,2020-10-22,46295927,176124,824122,36441,47332614,47296173
ESP,Europe,Spain,2020-10-23,46276076,183197,836669,36672,47332614,47295942
ESP,Europe,Spain,2020-10-24,46276076,183197,836669,36672,47332614,47295942
ESP,Europe,Spain,2020-10-25,46276076,183197,836669,36672,47332614,47295942
ESP,Europe,Spain,2020-10-26,46223888,207445,864330,36951,47332614,47295663
ESP,Europe,Spain,2020-10-27,46205470,218558,871368,37218,47332614,47295396
ESP,Europe,Spain,2020-10-28,46185705,226394,883129,37386,47332614,47295228
ESP,Europe,Spain,2020-10-29,46162125,236623,896307,37559,47332614,47295055
ESP,Europe,Spain,2020-10-30,46136530,247015,911271,37798,47332614,47294816
ESP,Europe,Spain,2020-10-31,46136530,247015,911271,37798,47332614,47294816
ESP,Europe,Spain,2020-11-01,46136530,247015,911271,37798,47332614,47294816
ESP,Europe,Spain,2020-11-02,46081511,263983,948943,38177,47332614,47294437
ESP,Europe,Spain,2020-11-03,46062842,268759,962598,38415,47332614,47294199
ESP,Europe,Spain,2020-11-04,46037800,275361,979415,40038,47332614,47292576
ESP,Europe,Spain,2020-11-05,46015892,276070,1000246,40406,47332614,47292208
ESP,Europe,Spain,2020-11-06,45993376,278619,1019866,40753,47332614,47291861
ESP,Europe,Spain,2020-11-07,45993376,278619,1019866,40753,47332614,47291861
ESP,Europe,Spain,2020-11-08,45993376,278619,1019866,40753,47332614,47291861
ESP,Europe,Spain,2020-11-09,45940990,278584,1071775,41265,47332614,47291349
ESP,Europe,Spain,2020-11-10,45940990,260433,1089926,41265,47332614,47291349
ESP,Europe,Spain,2020-11-11,45904499,276567,1109523,42025,47332614,47290589
ESP,Europe,Spain,2020-11-12,45884988,272315,1132930,42381,47332614,47290233
ESP,Europe,Spain,2020-11-13,45863617,268022,1158286,42689,47332614,47289925
ESP,Europe,Spain,2020-11-14,45863617,268022,1158286,42689,47332614,47289925
ESP,Europe,Spain,2020-11-15,45863617,268022,1158286,42689,47332614,47289925
ESP,Europe,Spain,2020-11-16,45825344,251171,1212926,43173,47332614,47289441
ESP,Europe,Spain,2020-11-17,45812185,245464,1231357,43608,47332614,47289006
ESP,Europe,Spain,2020-11-18,45796867,237012,1254776,43959,47332614,47288655
ESP,Europe,Spain,2020-11-19,45780634,231453,1276316,44211,47332614,47288403
ESP,Europe,Spain,2020-11-20,45765478,224112,1298485,44539,47332614,47288075
